PosX	PosY	PosZ		ForceX	ForceY	ForceZ		ThetaX	ThetaY	ThetaZ		TorqueX	TorqueY	TorqueZ		EstTorqueX	EstTorqueY	EstTorqueZ		ResidTorqueX	ResidTorqueY	ResidTorqueZ
2.6	-0.2	0		0	0	40		0.31	-1.38	0		-8	-104	0		-10.62	-64.28	0		2.62	-39.72	0
2.6	-0.2	0		0	0	60		0.56	-2.12	0		-12	-156	0		-20.16	-98.71	0		8.16	-57.29	0
2.6	-0.2	0		0	0	60		0.5	-2.06	-0.12		-12	-156	0		-18.75	-97.45	0		6.75	-58.55	0
2.6	-0.2	0		0	0	60		0.56	-2.06	-0.06		-12	-156	0		-21.02	-96.31	0		9.02	-59.69	0
2.6	-0.2	0		0	0	80		0.81	-3.25	-0.19		-16	-208	0		-30.6	-153.26	0		14.6	-54.74	0
2.6	-0.2	0		0	0	80		0.69	-2.88	-0.12		-16	-208	0		-25.16	-135.41	0		9.16	-72.59	0
2.6	-0.2	0		0	0	80		0.81	-3.31	-1.31		-16	-208	0		-42.56	-167.78	0		26.56	-40.22	0
2.6	-0.2	0		0	0	100		0.81	-3.56	-0.19		-20	-260	0		-29.67	-168.44	0		9.67	-91.56	0
2.6	-0.2	0		0	0	100		0.94	-4.06	-0.06		-20	-260	0		-32.72	-190.45	0		12.72	-69.55	0
2.6	-0.2	0		0	0	100		0.88	-3.88	-0.06		-20	-260	0		-30.34	-181.85	0		10.34	-78.15	0
2.6	-0.2	0		0	0	120		1	-4.94	-0.12		-24	-312	0		-33.73	-233.1	0		9.73	-78.9	0
2.6	-0.2	0		0	0	120		1.19	-4.81	-0.19		-24	-312	0		-43.61	-226.15	0		19.61	-85.85	0
2.6	-0.2	0		0	0	120		1.31	-4.94	-0.19		-24	-312	0		-49.12	-231.22	0		25.12	-80.78	0
2.6	-0.2	0		0	0	140		1.5	-6.12	-0.25		-28	-364	0		-55.09	-288.04	0		27.09	-75.96	0
2.6	-0.2	0		0	0	140		1.25	-5.56	-0.25		-28	-364	0		-44.99	-262.72	0		16.99	-101.28	0
2.6	-0.2	0		0	0	140		1.31	-5.12	-0.25		-28	-364	0		-49.24	-240.96	0		21.24	-123.04	0
2.6	-0.2	0		0	0	160		1.69	-7.19	-0.19		-32	-416	0		-60.08	-337.51	0		28.08	-78.49	0
2.6	-0.2	0		0	0	160		1.56	-7.06	-0.19		-32	-416	0		-54.56	-332.44	0		22.56	-83.56	0
2.6	-0.2	0		0	0	160		1.56	-6.88	-0.19		-32	-416	0		-55.12	-323.33	0		23.12	-92.67	0
2.6	-0.2	0		0	0	180		1.75	-7.81	-0.31		-36	-468	0		-62.51	-368.65	0		26.51	-99.35	0
2.6	-0.2	0		0	0	180		1.88	-8.06	-0.31		-36	-468	0		-67.65	-379.78	0		31.65	-88.22	0
2.6	-0.2	0		0	0	180		2.06	-8.75	-0.38		-36	-468	0		-75.11	-412.31	0		39.11	-55.69	0
2.6	-0.2	0		0	0	200		0.06	-8.69	-0.44		-40	-520	0		18.24	-426.05	0		-58.24	-93.95	0
2.6	-0.2	0		0	0	200		0.12	-9	-0.25		-40	-520	0		18.25	-438.82	0		-58.25	-81.18	0
2.6	-0.2	0		0	0	200		0.12	-9.25	-0.31		-40	-520	0		18.32	-451.6	0		-58.32	-68.4	0
2.6	-0.2	0		0	0	220		0.25	-9.75	-1.62		-44	-572	0		-0.25	-488.28	0		-43.75	-83.72	0
2.6	-0.2	0		0	0	220		0.5	-10.31	-0.69		-44	-572	0		-0.23	-504.03	0		-43.77	-67.97	0
2.6	-0.2	0		0	0	220		0.5	-10.62	-0.38		-44	-572	0		4.08	-516.02	0		-48.08	-55.98	0
2.6	-0.2	0		0	0	240		0.94	-11.94	-1.19		-48	-624	0		-21.39	-584.55	0		-26.61	-39.45	0
2.6	-0.2	0		0	0	240		0.44	-10.88	-0.69		-48	-624	0		4.4	-531.86	0		-52.4	-92.14	0
2.6	-0.2	0		0	0	240		0.69	-11.81	-1.19		-48	-624	0		-9.98	-580.49	0		-38.02	-43.51	0
2.6	-0.2	0		0	0	260		1.19	-13.12	-1.81		-52	-676	0		-36.37	-646.61	0		-15.63	-29.39	0
2.6	-0.2	0		0	0	260		1.06	-13.06	-0.5		-52	-676	0		-16.5	-631.19	0		-35.5	-44.81	0
2.6	-0.2	0		0	0	260		1.06	-13.19	-0.56		-52	-676	0		-16.8	-637.9	0		-35.2	-38.1	0
2.6	-0.2	0		0	0	280		1.12	-13.25	-0.5		-56	-728	0		-18.88	-639.79	0		-37.12	-88.21	0
2.6	-0.2	0		0	0	280		1.38	-14.44	-2.31		-56	-728	0		-46.68	-713.96	0		-9.32	-14.04	0
2.6	-0.2	0		0	0	280		1.38	-14.44	-1		-56	-728	0		-32.52	-700.57	0		-23.48	-27.43	0
2.6	-0.2	0		0	0	300		1.56	-15.38	-0.62		-60	-780	0		-34.5	-740.78	0		-25.5	-39.22	0
2.6	-0.2	0		0	0	300		1.5	-15	-0.75		-60	-780	0		-34.03	-724.34	0		-25.97	-55.66	0
2.6	-0.2	0		0	0	300		1.62	-15.56	-0.56		-60	-780	0		-36.21	-748.75	0		-23.79	-31.25	0
